,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-10a-5p,10711.26802,-1.333410121,0.449676517,-2.965265187,0.003024221,0.041014591
hsa-miR-200a-3p,9931.673986,-1.436707948,0.485510021,-2.959172594,0.003084663,0.041014591
hsa-miR-320c-2-3p,193.5532238,1.2992486,0.441927076,2.939961522,0.00328253,0.042086725
hsa-miR-125b-1-3p,563.1855202,1.279637543,0.450048877,2.843330152,0.00446448,0.055267181
hsa-miR-210-3p,151.69064,1.312913055,0.46656095,2.814022593,0.004892579,0.058547862
hsa-miR-374a-3p,78.97361985,-1.466903913,0.527198948,-2.782448484,0.005395043,0.062478078
hsa-miR-320e-3p,72.77378248,1.422853742,0.515444556,2.760439945,0.005772357,0.06475863
hsa-miR-26a-2-3p,6.823103349,-1.803613657,0.660883008,-2.729096731,0.006350807,0.069089084
hsa-miR-4497-5p,13.26033676,1.605297934,0.590757047,2.717357233,0.006580554,0.069482907
hsa-miR-26a-2-5p,4227.50943,-1.110307323,0.41473242,-2.677165492,0.007424795,0.072471271
hsa-miR-26a-1-5p,4227.281939,-1.110196901,0.414747903,-2.676799312,0.007432914,0.072471271
hsa-miR-375-3p,930.5122955,-1.378084015,0.515915464,-2.671143067,0.007559342,0.072471271
hsa-miR-651-5p,32.63236028,-1.371994921,0.514585186,-2.666215347,0.007671054,0.072471271
hsa-miR-484-5p,117.8210856,1.425996446,0.546123954,2.611122322,0.009024561,0.083072239
hsa-miR-320c-1-3p,273.686672,1.162068952,0.455667153,2.550258331,0.010764312,0.096609704
hsa-miR-148a-5p,72.19569479,-1.21795249,0.500912462,-2.431467735,0.015037788,0.131672335
hsa-miR-193a-5p,83.69157109,1.373181123,0.567792581,2.418455558,0.015586549,0.133227886
hsa-miR-7704-5p,6.485662388,1.55726709,0.648353577,2.401879386,0.016311086,0.136178598
hsa-miR-455-5p,35.24815206,-1.299164913,0.545508951,-2.381564797,0.017239258,0.14065667
hsa-miR-148b-3p,1562.172954,-1.01270817,0.433560838,-2.335792534,0.019502057,0.155125586
hsa-miR-125b-2-5p,1957.173757,1.053662366,0.453803583,2.321846732,0.02024119,0.155125586
hsa-miR-125b-1-5p,1949.278834,1.053393829,0.453933401,2.320591143,0.020308921,0.155125586
hsa-miR-141-3p,115.7615256,-1.114133436,0.484897609,-2.297667414,0.021580726,0.161405843
hsa-let-7f-2-3p,48.43771038,-1.077776495,0.482759122,-2.232534706,0.025579644,0.184535223
hsa-miR-24-2-3p,9322.339498,1.090048988,0.489652299,2.226169449,0.026002833,0.184535223
hsa-miR-24-1-3p,9358.49983,1.083543184,0.487422242,2.223007264,0.02621531,0.184535223
hsa-miR-30c-2-3p,15.56684273,1.244031024,0.562646527,2.211034752,0.027033431,0.186634646
hsa-miR-126-5p,19.64363271,-1.120823272,0.514703584,-2.177609226,0.029435142,0.199381434
hsa-miR-361-5p,135.1001988,1.080041775,0.505766034,2.135457312,0.032723674,0.210796312
hsa-miR-6516-5p,4.725977511,1.47444082,0.690913696,2.134044857,0.032839109,0.210796312
hsa-miR-101-2-3p,1848.801424,-0.989531593,0.464256458,-2.131433127,0.033053476,0.210796312
hsa-miR-424-3p,190.7595221,-1.048736786,0.494744225,-2.11975549,0.034026671,0.210796312
hsa-let-7a-2-3p,16.84115604,1.202590275,0.567418733,2.119405308,0.034056229,0.210796312
hsa-miR-222-5p,21.24476398,1.17231038,0.559228765,2.096298428,0.036055726,0.219389927
hsa-miR-34a-5p,9.3794446,-1.205231704,0.587547349,-2.051292899,0.040238432,0.240759949
hsa-miR-362-5p,20.56772341,-1.061923211,0.520028148,-2.042049483,0.041146623,0.242157995
hsa-miR-101-1-3p,2259.325166,-0.931743856,0.460943912,-2.021382282,0.043240207,0.250374749
hsa-miR-185-5p,193.6406779,1.045556021,0.526709438,1.985071743,0.04713649,0.268603174
hsa-miR-146b-5p,380.1863916,-0.854428248,0.442330989,-1.931649082,0.053402833,0.299556519
hsa-miR-7706-3p,93.84112626,1.00870729,0.531565872,1.897614847,0.057746837,0.318940224
hsa-miR-98-3p,42.2307627,-0.903233794,0.479658288,-1.883077632,0.059689848,0.320261984
hsa-miR-183-5p,2350.459898,0.780331073,0.414522041,1.88248391,0.059770342,0.320261984
hsa-miR-192-5p,505.5814354,-0.785239116,0.419373399,-1.872410406,0.061149846,0.322835219
hsa-miR-6842-3p,4.3724872,-1.270839716,0.681459084,-1.864880438,0.062198165,0.323610743
hsa-miR-30e-5p,1461.601413,-0.770676393,0.425535375,-1.811074799,0.070129274,0.35966299
hsa-miR-877-5p,17.00904582,0.986315657,0.546633694,1.80434479,0.071177272,0.359896349
hsa-miR-4454-5p,151.3012292,1.027041895,0.572139634,1.795089578,0.072639429,0.362188264
hsa-miR-584-5p,680.0799386,0.930426752,0.520409465,1.787874386,0.073796276,0.362915934
hsa-miR-423-5p,372.3384034,-0.965285754,0.545302791,-1.770183045,0.076696653,0.37208241
hsa-miR-28-5p,56.713136,0.870717545,0.508440278,1.712526686,0.086799651,0.401491526
hsa-miR-429-3p,3466.260459,-0.73620367,0.431724492,-1.705262694,0.088145442,0.401491526
hsa-miR-9-3-5p,42.07080948,-0.835761991,0.492519473,-1.696911568,0.089713381,0.401491526
hsa-miR-9-2-5p,42.07080948,-0.835761991,0.492519473,-1.696911568,0.089713381,0.401491526
hsa-miR-9-1-5p,42.07080948,-0.835761991,0.492519473,-1.696911568,0.089713381,0.401491526
hsa-miR-744-5p,68.62071524,0.911279047,0.539781425,1.688237135,0.091365717,0.401491526
hsa-miR-1269a-3p,34.25523643,0.803035965,0.476587785,1.684969675,0.091994422,0.401491526
hsa-miR-873-3p,5.420295836,1.12282614,0.666787021,1.683935207,0.092194191,0.401491526
hsa-miR-135b-5p,171.9494141,-0.823072409,0.491145599,-1.675821611,0.09377314,0.401491526
hsa-miR-3615-3p,475.3100337,0.810136204,0.48367529,1.674958844,0.093942307,0.401491526
hsa-miR-4485-3p,10.03029964,1.030301304,0.629719159,1.636128248,0.101812749,0.430009141
hsa-let-7i-5p,5269.008307,-0.706727693,0.434921637,-1.624954089,0.104172342,0.431861588
hsa-miR-339-3p,42.57420994,0.772876345,0.476295443,1.622682637,0.104657265,0.431861588
hsa-miR-4683-3p,8.262017315,0.986788497,0.613180249,1.609295958,0.107551642,0.438761814
hsa-miR-140-3p,65.30343218,-0.71675189,0.459525383,-1.559765614,0.11881528,0.47926613
hsa-miR-1301-3p,11.76701443,-0.930481794,0.600774896,-1.548802721,0.121429151,0.484367392
hsa-miR-200b-5p,79.36457833,0.791432153,0.517402967,1.529624303,0.12610975,0.491497997
hsa-miR-942-5p,8.918342495,-0.929879386,0.609192194,-1.526413822,0.126906837,0.491497997
hsa-miR-181a-2-3p,37.88389677,0.753009907,0.49386123,1.524739867,0.127323994,0.491497997
hsa-miR-1285-2-3p,5.486774067,1.01849365,0.670841195,1.51823361,0.128955517,0.492500327
hsa-miR-409-3p,4.658005499,1.022482345,0.676770356,1.510826139,0.130832753,0.494410088
hsa-miR-24-2-5p,190.9428327,0.828696037,0.552095054,1.501002467,0.133354924,0.49869185
hsa-miR-3912-3p,9.860103594,-0.888089168,0.602280188,-1.474544881,0.140334943,0.519383964
hsa-miR-32-3p,7.646119068,-0.940150167,0.644152016,-1.45951599,0.144423143,0.529060289
hsa-miR-92a-1-3p,4444.612436,-0.720087699,0.501538225,-1.435758359,0.151071113,0.535804765
hsa-miR-181b-1-5p,521.8587306,0.671739178,0.468322323,1.43435225,0.151471767,0.535804765
hsa-miR-181b-2-5p,523.7103602,0.667861371,0.468091621,1.426774892,0.153644791,0.535804765
hsa-miR-205-5p,4375.988935,-0.643134539,0.450944705,-1.426193792,0.153812411,0.535804765
hsa-miR-92a-2-3p,4413.755265,-0.71306508,0.501640442,-1.421466493,0.155181188,0.535804765
hsa-miR-378a-3p,5130.970706,0.5929973,0.417455842,1.420503056,0.15546128,0.535804765
hsa-miR-93-3p,5.89352374,0.943148495,0.668018417,1.41186002,0.157991182,0.535804765
hsa-miR-92b-3p,246.7425667,0.580488211,0.412638307,1.40677247,0.159494869,0.535804765
hsa-miR-1224-5p,5.729084105,0.904493254,0.644887664,1.402559399,0.160748266,0.535804765
hsa-miR-454-3p,32.64357721,-0.809654385,0.577877425,-1.401083258,0.161189177,0.535804765
hsa-miR-378h-5p,10.51399863,0.804041886,0.586878137,1.3700321,0.170676882,0.56039118
hsa-miR-532-5p,1070.375339,-0.59736692,0.437075098,-1.366737485,0.171707604,0.56039118
hsa-miR-423-3p,927.422126,0.582191052,0.427661439,1.361336324,0.173407429,0.560840243
hsa-miR-3613-5p,38.57069032,-0.66928026,0.502153991,-1.332818762,0.182591287,0.585054632
hsa-miR-1307-3p,459.902579,0.650554418,0.489848047,1.328073926,0.184153686,0.585054632
hsa-miR-7641-2-5p,63.94605624,0.632787138,0.485420935,1.30358436,0.192375336,0.605813559
hsa-miR-582-3p,15.67933729,0.763848757,0.590819391,1.292863384,0.196058314,0.61204291
hsa-miR-590-3p,9.907377721,-0.796045713,0.621767856,-1.280294094,0.200441724,0.620332577
hsa-miR-130b-3p,18.34663824,0.68976334,0.543713682,1.268615013,0.204578407,0.623107283
hsa-miR-96-5p,247.7262883,0.552018068,0.435356715,1.267967278,0.204809636,0.623107283
hsa-miR-4521-5p,4.105453108,-0.875985305,0.697574323,-1.255759101,0.209203324,0.626278954
hsa-miR-106a-5p,54.44927812,-0.661270115,0.526749321,-1.25537915,0.209341154,0.626278954
hsa-miR-378c-5p,2614.151246,0.523167964,0.422223737,1.239077574,0.215316771,0.631804976
hsa-miR-576-3p,35.07626649,-0.586051806,0.473894492,-1.236671488,0.216209068,0.631804976
hsa-miR-32-5p,105.7939525,-0.545224755,0.441129413,-1.235974613,0.216468,0.631804976
hsa-miR-378e-3p,41.155396,0.571968021,0.464651512,1.230961282,0.218337345,0.632121831
hsa-miR-424-5p,73.2177889,-0.572227112,0.466952266,-1.225450981,0.220405349,0.633004161
hsa-miR-221-5p,179.9775594,0.594847672,0.489759477,1.214571029,0.224529744,0.639731572
hsa-miR-23b-3p,701.3274416,-0.523714015,0.436671069,-1.199332983,0.230398495,0.651283935
hsa-miR-182-5p,3045.100439,0.535608155,0.454066364,1.17958122,0.238166816,0.666664779
hsa-miR-93-5p,1066.746893,0.5044059,0.430421412,1.171888492,0.241241828,0.666664779
hsa-miR-135b-3p,4.832955379,-0.76767906,0.656158375,-1.169960012,0.242017062,0.666664779
hsa-miR-194-1-5p,23.03255966,-0.607016033,0.522643666,-1.161433827,0.245465519,0.666664779
hsa-miR-147b-3p,30.54238584,0.635395347,0.547837659,1.159824151,0.246120409,0.666664779
hsa-miR-340-3p,15.40023447,-0.655682113,0.567754194,-1.154869695,0.248143791,0.666664779
hsa-miR-1307-5p,56.7089602,0.535932013,0.464744837,1.153174753,0.248838664,0.666664779
hsa-miR-3065-5p,20.39021398,-0.595224582,0.518559532,-1.147842331,0.251033658,0.667563581
hsa-miR-937-3p,7.321374424,0.71912749,0.63772698,1.127641629,0.259471298,0.684927912
hsa-miR-671-5p,7.560026535,0.699615343,0.628231895,1.113625953,0.265439688,0.693241875
hsa-miR-1285-1-3p,7.131018708,0.712626277,0.641313254,1.111198425,0.266482949,0.693241875
hsa-miR-1273a-3p,23.91864691,-0.734956065,0.664628513,-1.105814828,0.268806676,0.694256091
hsa-miR-149-5p,31.25710522,0.574903848,0.524506901,1.09608443,0.273041828,0.700157258
hsa-miR-151a-5p,386.1132092,-0.571939122,0.533675508,-1.071698276,0.283855576,0.718628514
hsa-miR-378f-3p,41.97058395,0.549767367,0.516472266,1.064466388,0.287117473,0.718628514
hsa-miR-543-3p,4.261337434,0.726867173,0.684149948,1.062438395,0.288036711,0.718628514
hsa-miR-4419a-5p,12.61667566,0.624753141,0.591084559,1.056960685,0.29052953,0.718628514
hsa-miR-16-2-5p,192.5979733,0.469494774,0.444977532,1.055097707,0.291380641,0.718628514
hsa-miR-374b-3p,9.451819554,-0.613915289,0.58716434,-1.045559559,0.295764429,0.718628514
hsa-miR-22-3p,6455.057184,0.470732066,0.450576355,1.044733174,0.296146308,0.718628514
hsa-miR-374b-5p,289.1818704,-0.567979393,0.545718248,-1.040792378,0.297971918,0.718628514
hsa-miR-320a-3p,2533.97997,0.446408199,0.433265256,1.030334636,0.302852945,0.718628514
hsa-miR-29a-3p,4348.323512,0.471218345,0.457793256,1.029325658,0.30332667,0.718628514
hsa-let-7a-1-5p,10031.05515,0.455682741,0.448636311,1.015706331,0.309769252,0.718628514
hsa-let-7a-3-5p,10048.40606,0.455404331,0.448592346,1.015185247,0.310017532,0.718628514
hsa-miR-574-5p,117.3202105,0.556583314,0.548681515,1.01440143,0.310391242,0.718628514
hsa-miR-181a-1-5p,874.0663836,0.429073405,0.424082644,1.01176837,0.311648817,0.718628514
hsa-miR-181a-2-5p,874.0663836,0.429073405,0.424082644,1.01176837,0.311648817,0.718628514
hsa-miR-20a-5p,1883.905274,-0.493044634,0.487938919,-1.010463841,0.312273115,0.718628514
hsa-miR-15b-3p,145.1128215,-0.43649265,0.436248841,-1.000558874,0.317040121,0.724001743
hsa-miR-16-1-5p,166.0255443,0.431279827,0.432467561,0.997253588,0.318641436,0.724001743
hsa-miR-151b-3p,43.16904661,-0.591499353,0.595733018,-0.992893351,0.320761931,0.724236057
hsa-let-7a-2-5p,10836.70774,0.434730859,0.446565707,0.97349808,0.330305814,0.740924263
hsa-miR-335-3p,96.08746264,0.448794583,0.462899098,0.969530044,0.332280798,0.740924263
hsa-miR-106b-3p,284.3034083,0.416372431,0.432485077,0.962744043,0.335675989,0.743874567
hsa-miR-2110-5p,9.146777376,0.592367422,0.625615855,0.946854874,0.343712735,0.756454732
hsa-miR-30e-3p,291.3149783,-0.473947652,0.502476998,-0.943222584,0.345567064,0.756454732
hsa-miR-28-3p,334.8294092,0.407725204,0.438321936,0.930195755,0.35226974,0.765008921
hsa-miR-132-3p,29.55129564,-0.44759127,0.484898934,-0.923060948,0.355975444,0.765008921
hsa-miR-331-5p,11.51255816,0.589483536,0.642746364,0.917132432,0.359073248,0.765008921
hsa-miR-342-3p,57.17629147,-0.416376387,0.461288596,-0.902637505,0.366718315,0.765008921
hsa-miR-301b-3p,4.992722256,0.620783275,0.689871894,0.899852974,0.368198499,0.765008921
hsa-miR-301a-5p,12.01039191,-0.501098775,0.557120632,-0.899443937,0.368416245,0.765008921
hsa-miR-181c-3p,22.28558268,-0.45097502,0.504138486,-0.894545908,0.371029878,0.765008921
hsa-miR-548f-3-3p,2.61047732,-0.662651146,0.742046669,-0.893004678,0.371854668,0.765008921
hsa-miR-548f-2-3p,2.61047732,-0.662651146,0.742046669,-0.893004678,0.371854668,0.765008921
hsa-miR-30b-5p,122.9828799,-0.466162397,0.523557916,-0.890374078,0.373265056,0.765008921
hsa-miR-935-3p,7.491781111,-0.545415418,0.612918703,-0.889865843,0.373537927,0.765008921
hsa-miR-1304-3p,12.10344406,0.500466996,0.564185662,0.88706082,0.375046156,0.765008921
hsa-miR-31-5p,305.3353014,0.430174498,0.490183605,0.877578305,0.380172607,0.766962409
hsa-miR-129-2-5p,20.2836006,0.524526991,0.603080413,0.869746354,0.384439034,0.766962409
hsa-miR-129-1-5p,20.2836006,0.524526991,0.603080413,0.869746354,0.384439034,0.766962409
hsa-miR-186-5p,847.816273,-0.401059134,0.462863162,-0.866474514,0.386229997,0.766962409
hsa-miR-6087-3p,18.03464402,0.456911175,0.529074876,0.863603991,0.387805471,0.766962409
hsa-miR-328-3p,45.81461846,0.481411279,0.558640323,0.861755335,0.388822168,0.766962409
hsa-miR-1296-5p,24.56121094,-0.473130786,0.552054946,-0.85703568,0.391425166,0.767877785
hsa-miR-191-5p,3247.142527,0.360128789,0.425865877,0.845638986,0.39775417,0.772914532
hsa-miR-126-3p,90.22762157,0.433486982,0.518533178,0.835986973,0.403162232,0.772914532
hsa-miR-18a-3p,11.40307668,0.46815889,0.560185219,0.835721604,0.403311538,0.772914532
hsa-miR-103a-1-3p,2141.748565,0.414867423,0.497739136,0.833503723,0.404560699,0.772914532
hsa-miR-378d-2-5p,107.4210624,0.384442897,0.461430372,0.833154729,0.404757471,0.772914532
hsa-let-7b-3p,56.70727381,0.394648089,0.477254688,0.826912966,0.408286394,0.77298568
hsa-miR-103a-2-3p,2262.13746,0.41115598,0.498262917,0.825178769,0.409270105,0.77298568
hsa-miR-30a-3p,501.5057882,0.349282464,0.426286158,0.819361496,0.412580196,0.77298568
hsa-miR-425-3p,109.7169456,0.364082791,0.445136822,0.817912095,0.413407383,0.77298568
hsa-miR-143-3p,26.3851846,0.502922763,0.621553804,0.809137937,0.418435809,0.778333965
hsa-miR-324-3p,10.30835905,0.466103546,0.579143708,0.804815004,0.420926442,0.778930891
hsa-miR-27b-3p,6484.111093,-0.328553425,0.412137649,-0.797193428,0.425338702,0.783059457
hsa-miR-140-5p,11.21051545,0.446264366,0.563177785,0.792404065,0.42812511,0.783237248
hsa-miR-218-1-5p,664.0097209,-0.351700708,0.449234005,-0.782889772,0.433691844,0.783237248
hsa-miR-181d-5p,241.9433186,-0.350046064,0.447149208,-0.782839502,0.433721368,0.783237248
hsa-miR-218-2-5p,663.8959754,-0.351312001,0.449196843,-0.782089203,0.434162152,0.783237248
hsa-miR-505-3p,19.77773591,0.394770936,0.512812073,0.769815994,0.441409051,0.791821453
hsa-let-7d-5p,565.2723877,0.329398776,0.431126296,0.764042415,0.444841967,0.791821453
hsa-miR-1277-5p,6.581251029,0.486131475,0.637235342,0.762875885,0.445537419,0.791821453
hsa-miR-4324-3p,6.50234052,0.47831579,0.633574437,0.754948057,0.450280149,0.793053062
hsa-miR-4286-5p,10.45738838,0.484347313,0.653231541,0.741463452,0.458412484,0.793053062
hsa-miR-100-5p,194400.0972,0.357665141,0.484081484,0.738853174,0.459996159,0.793053062
hsa-miR-181c-5p,16.57764076,-0.407652474,0.554252881,-0.73549906,0.462035612,0.793053062
hsa-miR-378d-1-3p,108.0614553,0.335147984,0.459362898,0.729593064,0.465638963,0.793053062
hsa-miR-151a-3p,12538.77416,0.400044218,0.549930136,0.727445528,0.466953073,0.793053062
hsa-miR-652-3p,69.99440614,-0.340968945,0.470427284,-0.724806908,0.468570498,0.793053062
hsa-let-7d-3p,188.6321275,0.36655377,0.506856538,0.723190375,0.469562931,0.793053062
hsa-miR-92a-1-5p,7.563896454,-0.429983996,0.597597753,-0.719520772,0.471820108,0.793053062
hsa-miR-874-3p,9.659024576,0.432766957,0.605206267,0.715073489,0.474563634,0.793053062
hsa-miR-130a-3p,50.49832983,0.353936847,0.495192219,0.714746382,0.474765772,0.793053062
hsa-miR-152-3p,79.12783629,-0.334390704,0.46833879,-0.713993184,0.475231394,0.793053062
hsa-miR-132-5p,12.12272203,-0.427636086,0.602284082,-0.71002389,0.477689322,0.793053062
hsa-miR-664a-5p,10.5675385,0.404493513,0.570597074,0.708895175,0.478389529,0.793053062
hsa-miR-320b-2-3p,880.1321747,0.318338155,0.45006109,0.707322098,0.479366336,0.793053062
hsa-miR-27a-3p,12548.3279,0.30168879,0.430682061,0.700490726,0.483620895,0.793300839
hsa-miR-200c-3p,39.90939773,0.336242534,0.495405114,0.678722372,0.497313788,0.793300839
hsa-miR-29b-1-3p,67.65525872,-0.340814321,0.50487883,-0.675041814,0.499649199,0.793300839
hsa-let-7a-1-3p,256.5447795,-0.307583481,0.456460814,-0.67384422,0.500410358,0.793300839
hsa-let-7a-3-3p,256.6207357,-0.306692168,0.456559762,-0.671745943,0.501745448,0.793300839
hsa-miR-29b-2-3p,67.73121498,-0.337535469,0.504761093,-0.66870342,0.503684686,0.793300839
hsa-miR-95-3p,125.3620258,-0.299178569,0.455177849,-0.657278401,0.511001922,0.793300839
hsa-miR-125a-3p,38.89879312,0.332706457,0.507930928,0.655023033,0.512452925,0.793300839
hsa-miR-4677-3p,7.625730629,-0.394815042,0.605552651,-0.651991269,0.514406805,0.793300839
hsa-miR-193a-3p,9.202633803,-0.419341657,0.644026249,-0.651125101,0.514965734,0.793300839
hsa-miR-499a-5p,32.38097813,-0.325891103,0.50276297,-0.648200291,0.516855414,0.793300839
hsa-miR-335-5p,59.89728741,0.36254316,0.559716503,0.647726408,0.517161921,0.793300839
hsa-miR-361-3p,201.6354159,-0.318086296,0.492108689,-0.64637407,0.518037129,0.793300839
hsa-miR-15a-5p,9.195583965,-0.394111697,0.614927732,-0.64090734,0.521582887,0.793300839
hsa-miR-331-3p,28.72534036,0.380412363,0.595043397,0.639301882,0.522626564,0.793300839
hsa-miR-378i-5p,591.3454666,0.342602352,0.53605201,0.639121477,0.52274391,0.793300839
hsa-miR-181a-1-3p,31.68877751,-0.340756689,0.534848026,-0.637109371,0.524053605,0.793300839
hsa-miR-941-1-3p,62.88866972,0.321783375,0.511386838,0.629236716,0.529194095,0.793300839
hsa-miR-941-4-3p,62.88866972,0.321783375,0.511386838,0.629236716,0.529194095,0.793300839
hsa-miR-941-3-3p,62.88866972,0.321783375,0.511386838,0.629236716,0.529194095,0.793300839
hsa-miR-941-2-3p,62.88866972,0.321783375,0.511386838,0.629236716,0.529194095,0.793300839
hsa-miR-941-5-3p,62.88866972,0.321783375,0.511386838,0.629236716,0.529194095,0.793300839
hsa-miR-215-5p,32.2132278,-0.301234385,0.480947223,-0.626335636,0.531094817,0.793300839
hsa-miR-27b-5p,10.4806801,-0.362362043,0.580598683,-0.624117921,0.532550145,0.793300839
hsa-miR-374a-5p,47.81406193,-0.315179572,0.51172523,-0.615915639,0.537950199,0.79803356
hsa-miR-148b-5p,46.11848858,-0.315341776,0.52303491,-0.602907702,0.546570092,0.805754729
hsa-miR-23a-3p,4050.701055,0.244002281,0.405794997,0.601294454,0.547643883,0.805754729
hsa-miR-194-2-5p,39.3622469,-0.313630654,0.524629636,-0.597813452,0.549964414,0.805866223
hsa-miR-6510-3p,9.976712241,0.370202686,0.638102503,0.580161783,0.561805523,0.819870662
hsa-miR-122-5p,491.9877657,-0.354009912,0.621720413,-0.569403714,0.569082197,0.827127566
hsa-miR-548o-3p,60.68217855,-0.310693668,0.552648076,-0.562190808,0.573986024,0.827365213
hsa-miR-548o-2-3p,60.68217855,-0.310693668,0.552648076,-0.562190808,0.573986024,0.827365213
hsa-miR-422a-5p,22.62200741,0.289338782,0.517597833,0.559003078,0.576159619,0.827365213
hsa-miR-548k-5p,19.30611919,-0.281628158,0.525286284,-0.536142227,0.591860258,0.84652523
hsa-miR-576-5p,12.7434554,-0.326581276,0.614549628,-0.531415627,0.595130795,0.847825219
hsa-miR-324-5p,10.64726349,-0.314626919,0.609952994,-0.515821583,0.605979027,0.859710289
hsa-miR-1260b-5p,5.812814867,0.329167104,0.645832451,0.509678792,0.610276513,0.859710289
hsa-let-7f-2-5p,12664.48342,-0.219321932,0.431052344,-0.508805798,0.610888355,0.859710289
hsa-let-7f-1-5p,12455.75443,-0.217815621,0.430703063,-0.505721088,0.613052462,0.859710289
hsa-miR-99b-5p,3184.504537,0.209234836,0.419833762,0.498375441,0.618219444,0.863582803
hsa-miR-548ae-2-5p,3.233052077,-0.345955412,0.703613663,-0.491683761,0.62294292,0.866808172
hsa-miR-99a-5p,950.98311,-0.239351239,0.49023525,-0.488237513,0.625381616,0.8668417
hsa-miR-339-5p,54.95306693,0.236903922,0.501494905,0.47239547,0.636644537,0.870917141
hsa-miR-16-2-3p,481.6186661,-0.207714114,0.442524996,-0.469383913,0.638795245,0.870917141
hsa-miR-98-5p,1219.094528,-0.202446334,0.432864604,-0.467689739,0.64000648,0.870917141
hsa-miR-629-5p,101.3759945,0.252484369,0.542447301,0.465454191,0.641606235,0.870917141
hsa-miR-128-2-3p,1582.334895,0.19848015,0.428455884,0.463245241,0.643188591,0.870917141
hsa-miR-18a-5p,22.03458865,-0.245689182,0.540619402,-0.454458685,0.649498722,0.870917141
hsa-miR-548ay-5p,5.220210199,-0.307771547,0.680555255,-0.452235943,0.651099018,0.870917141
hsa-miR-22-5p,65.56206552,0.203693857,0.458383196,0.444374616,0.656771763,0.870917141
hsa-miR-130b-5p,32.71576676,0.228180832,0.516274735,0.441975594,0.658506867,0.870917141
hsa-miR-128-1-3p,1608.996727,0.18811756,0.428026247,0.439500059,0.66029924,0.870917141
hsa-miR-197-3p,56.21158953,0.223507379,0.509623151,0.438573833,0.660970361,0.870917141
hsa-miR-320b-1-3p,734.3104344,0.21283694,0.486151965,0.437799198,0.661531853,0.870917141
